"RatingID";"CustomerID";"ProductID";"Rating"
383;241;3395;1
384;1594;4797;3
385;4012;1426;4
386;4003;73;1
387;1536;4205;2
388;2680;1997;3
389;4713;162;0
390;4369;3854;0
391;1386;423;2
392;4051;4392;1
393;4046;2259;3
394;1233;3103;2
395;1813;4062;1
396;2273;4333;4
397;323;2166;2
398;2301;2509;4
399;3051;778;3
400;3511;557;4
401;34;3635;1
402;1304;1772;2
403;3085;1393;5
404;4902;694;2
405;3463;1482;4
406;1967;4093;4
407;2863;4426;2
408;2548;762;0
409;338;3800;2
410;1359;608;2
411;4647;4689;0
412;4744;3375;0
413;1711;1825;2
414;606;4491;0
415;1722;481;2
416;1041;118;2
417;1334;2105;2
418;1812;4073;5
419;1232;1206;3
420;222;292;3
421;4680;3958;5
422;3604;3348;3
423;4308;2000;5
424;3048;2934;1
425;139;1235;0
426;3928;3310;1
427;3253;4267;2
428;4487;3230;1
429;2156;3739;4
430;3868;1823;2
431;3465;4772;1
432;3444;3507;3
433;171;564;0
434;78;1645;4
435;4716;4915;4
436;1863;2259;2
437;3564;2785;1
438;208;944;1
439;838;4357;0
440;829;1997;0
441;3022;2407;0
442;1450;4802;3
443;4813;1411;2
444;1968;4649;1
445;2311;3995;3
446;1630;936;0
447;2166;2360;3
448;1238;2829;5
449;1816;2374;0
450;3505;790;5
451;4726;480;5
452;4430;3678;5
453;587;4365;1
454;3621;3868;1
455;3242;4055;0
456;3352;368;1
457;1064;2674;1
458;3707;3434;4
459;3560;4851;4
460;1028;3169;2
461;4947;3228;1
462;2900;3986;2
463;50;1326;1
464;3072;2097;2
465;732;2496;3
466;1334;2832;5
467;371;941;5
468;1287;3516;0
469;2310;4584;2
470;835;4366;4
471;797;3612;4
472;2283;4745;1
473;1660;942;5
474;4248;3272;0
475;1974;1167;0
476;3306;3727;1
477;1467;4800;2
478;2734;1319;5
479;4285;657;4
480;4777;2569;3
481;2784;3709;0
482;2640;306;2
483;3464;3289;3
484;2449;829;0
485;3029;3048;0
486;2289;525;3
487;4322;2095;4
488;389;760;2
489;385;3567;0
490;2131;2417;2
491;1545;1964;2
492;1141;4257;3
493;3075;1879;3
494;601;4896;3
495;3676;694;5
496;3212;2850;5
497;2605;2522;3
498;4072;4998;2
499;4965;1742;5
500;1449;2644;1
501;290;1864;1
502;2848;4455;3
503;1223;4082;0
504;4997;1079;1
505;2290;745;2
506;2661;3566;4
507;1560;3802;0
508;3696;129;5
509;1063;4033;4
510;3022;2366;3
511;4087;718;4
512;1233;721;0
513;2243;2822;2
514;1262;2590;0
515;4946;882;0
516;2890;4476;1
517;4639;381;2
518;1914;1684;3
519;527;3887;2
520;4098;57;3
521;3562;1984;5
522;2248;3125;5
523;3889;4745;1
524;4062;340;3
525;4192;566;2
526;664;3843;5
527;1489;466;2
528;1879;2802;1
529;930;3325;3
530;1536;4052;0
531;4297;4781;5
532;2699;2004;5
533;444;84;5
534;3704;1509;3
535;4771;1779;1
536;1415;4658;5
537;2556;3454;1
538;2031;4073;4
539;4603;2269;1
540;4494;1654;3
541;4719;1978;4
542;1362;293;1
543;1733;1935;5
544;1651;1298;2
545;4604;3649;5
546;695;3688;0
547;1974;2626;3
548;4929;4945;1
549;4524;2407;3
550;1886;4288;1
551;79;3362;3
552;2756;3477;2
553;3299;408;1
554;3177;355;4
555;2756;291;0
556;3821;805;3
557;1376;4360;5
558;3912;3715;0
559;3046;1322;2
560;3134;325;1
561;3952;382;0
562;646;2971;3
563;234;3828;0
564;690;4650;0
565;67;3147;4
566;1754;833;1
567;2829;2654;3
568;1830;3636;5
569;2113;3445;1
570;3889;504;5
571;4213;4473;5
572;3395;3169;3
573;833;1043;1
574;4441;4014;3
575;4956;2062;4
576;3583;4035;2
577;873;4621;3
578;4639;1473;2
579;1546;170;5
580;799;3707;5
581;1553;2476;0
582;3034;835;3
583;4642;4480;0
584;1035;4797;4
585;573;4218;4
586;3143;3876;1
587;4604;4076;4
588;4970;4870;2
589;2261;1083;3
590;3749;3751;4
591;615;1365;5
592;102;2841;2
593;1470;584;4
594;4847;155;0
595;1390;4124;5
596;2830;804;0
597;121;2675;4
598;2911;3498;2
599;2648;3709;2
600;569;419;3
601;1390;1438;4
602;4914;4139;1
603;3824;4585;2
604;3757;4341;4
605;709;4266;2
606;1692;1005;1
607;3355;2913;1
608;2566;4950;2
609;3491;4827;1
610;222;3879;3
611;3657;928;5
612;3214;4416;2
613;1463;2341;3
614;4823;247;3
615;3478;2586;1
616;3613;4061;4
617;4090;1264;4
618;886;3271;5
619;1576;1264;5
620;4566;1075;5
621;4906;3277;2
622;2897;396;0
623;1906;1714;4
624;3686;567;3
625;3025;1672;1
626;2220;602;2
627;4064;3095;4
628;2076;1766;1
629;4095;1432;3
630;1062;2006;5
631;3126;2749;0
632;1865;193;5
633;10;66;1
634;839;1662;2
635;2689;2807;1
636;2174;2760;4
637;3904;207;3
638;1809;598;2
639;3795;3222;2
640;4981;4313;0
641;1696;1901;5
642;1189;3035;2
643;1983;4318;0
644;3153;1851;5
645;4176;1789;0
646;4253;1734;2
647;2765;2131;1
648;1375;3955;5
649;1816;4831;4
650;4790;3609;5
651;671;2559;2
652;1768;637;0
653;2026;4055;5
654;2734;2460;5
655;774;3136;1
656;4334;1360;2
657;2512;2465;5
658;154;3485;3
659;3539;1841;5
660;2409;780;1
661;1635;3496;2
662;851;4884;5
663;3257;3867;3
664;3394;343;3
665;1668;3097;2
666;2270;613;4
667;1450;4015;3
668;1508;1794;5
669;2027;2762;2
670;4588;3761;0
671;2184;2335;0
672;454;1413;2
673;794;118;5
674;3519;2886;5
675;2485;1852;0
676;1114;2918;2
677;552;1282;2
678;3475;4674;3
679;1260;2273;4
680;1007;2700;5
681;6;1447;5
682;3897;1167;1
683;1869;1052;2
684;4644;2752;3
685;1735;90;2
686;4611;2428;0
687;3761;672;2
688;2348;1253;2
689;2663;3129;2
690;4614;3192;2
691;1931;4664;0
692;3528;4339;0
693;3665;2650;0
694;2230;1163;5
695;2444;3279;4
696;4740;3053;1
697;3554;4675;3
698;888;1674;2
699;1571;3334;5
700;4465;1810;0
701;4738;2500;2
702;3955;3644;2
703;3382;2103;1
704;2520;1630;4
705;243;1655;0
706;4051;3088;0
707;1147;4893;0
708;4957;4610;2
709;4731;312;0
710;1083;3390;0
711;755;3298;5
712;4330;348;0
713;1412;1899;5
714;2417;3638;4
715;3246;2103;0
716;4722;4819;3
717;4484;666;5
718;4422;20;1
719;4349;2481;4
720;4057;2661;1
721;73;4735;0
722;292;1362;1
723;732;1888;1
724;2141;3574;4
725;887;2676;0
726;1138;3233;5
727;3674;788;2
728;1950;2545;5
729;2244;1785;3
730;1966;661;2
731;659;4162;0
732;4467;550;0
733;3225;2051;5
734;51;2027;1
735;3059;379;0
736;1361;1148;2
737;2347;646;5
738;1152;3322;0
739;927;2197;1
740;2731;106;3
741;3822;4239;3
742;86;3752;5
743;2444;4702;3
744;4726;2214;5
745;4677;1469;5
746;4044;1411;2
747;4338;3265;0
748;493;1826;4
749;4301;2339;0
750;7;3993;4
751;4306;335;4
752;2787;2148;1
753;467;4229;0
754;4172;987;1
755;305;889;1
756;1101;4615;5
757;2367;1367;3
758;1690;1022;0
759;2164;3324;4
760;1093;4788;4
761;4611;872;0
762;3869;2780;0
763;4450;2181;1
764;2926;1798;1
765;1038;1906;4
766;2487;4409;4
767;4919;3514;4
768;1213;1590;5
769;2251;1165;2
770;4602;2558;5
771;3618;4357;0
772;3163;3467;1
773;413;320;2
774;1696;1050;0
775;1091;4912;5
776;3710;4080;3
777;1480;2560;3
778;2438;1051;5
779;2803;2536;2
780;450;3617;0
781;4117;4309;2
782;116;2299;3
783;417;4686;2
784;1998;734;1
785;91;2126;4
786;567;2845;0
787;4992;935;2
788;3003;3238;3
789;1415;2839;4
790;2651;1270;4
791;1802;2364;4
792;3008;295;4
793;1839;2899;4
794;3987;3137;3
795;2309;3345;1
796;3217;3166;2
797;4281;3247;1
798;4925;1158;0
799;601;2624;5
800;1702;404;0
801;1270;4024;1
802;3401;713;4
803;3304;1356;5
804;3494;2806;4
805;2511;1560;5
806;1387;1358;2
807;108;1820;2
808;2030;1642;0
809;1832;3775;3
810;1947;172;3
811;4751;3758;1
812;4325;2301;3
813;955;2730;3
814;1136;369;2
815;3799;210;0
816;624;1993;3
817;2819;3492;1
818;364;433;3
819;4370;2774;3
820;4908;1421;0
821;287;858;2
822;2819;3331;0
823;3502;4927;3
824;4222;4246;4
825;3318;2594;4
826;3931;3132;3
827;3175;1804;0
828;150;3609;0
829;4190;1772;5
830;1831;2780;4
831;1283;1322;5
832;3797;3124;3
833;4648;638;0
834;3277;4161;5
835;4660;1615;5
836;4419;1122;3
837;1663;2249;1
838;1535;4769;3
839;418;2216;4
840;2037;3083;4
841;1560;2515;2
842;160;2724;0
843;1607;2168;1
844;2844;4090;0
845;1389;758;2
846;1010;4331;3
847;2861;4126;3
848;2976;2113;0
849;2690;1173;3
850;2961;1156;2
851;4300;1230;2
852;2015;2089;0
853;626;2300;4
854;1993;1507;1
855;629;1551;3
856;1119;1255;1
857;309;3220;2
858;3001;733;3
859;3833;2967;3
860;3591;1560;0
861;346;1098;3
862;1196;4249;3
863;597;407;0
864;2064;3417;0
865;3641;258;0
866;4119;2085;5
867;185;553;5
868;4572;4501;2
869;4121;4463;5
870;1858;2131;5
871;4106;4559;5
872;4653;1387;1
873;3821;3124;3
874;885;1728;3
875;4734;2;0
876;4359;819;1
877;4388;1302;3
878;3043;2362;5
879;2365;4475;0
880;1199;1065;5
881;2449;4352;5
882;3775;1278;3
883;407;3793;4
884;957;1168;2
885;3504;3997;2
886;536;3099;1
887;4090;1379;4
888;157;150;1
889;393;736;4
890;3255;252;4
891;2442;1116;0
892;319;2653;1
893;3647;1752;4
894;271;1980;0
895;3568;2084;0
896;3984;919;5
897;1642;2871;0
898;1078;4878;0
899;733;632;0
900;1934;4657;3
901;3590;2261;2
902;4517;4243;2
903;4345;4485;0
904;3638;4658;4
905;3788;3131;3
906;70;1370;2
907;4682;712;1
908;4353;3621;4
909;1062;453;1
910;3743;2325;1
911;458;1554;2
912;4941;775;4
913;4686;831;4
914;2712;1447;3
915;4552;1774;1
916;3237;2483;4
917;2027;2983;3
918;434;1460;2
919;2825;1307;0
920;2722;2657;1
921;778;1360;3
922;3122;2862;2
923;3698;4345;3
924;1591;3933;0
925;3664;3792;1
926;3560;2531;5
927;402;2243;0
928;4864;3828;0
929;3170;4965;0
930;2844;2239;0
931;2444;4227;5
932;4180;2634;4
933;2861;3377;2
934;3598;544;5
935;4610;4514;3
936;2586;2485;1
937;2291;3938;0
938;3455;3040;0
939;4121;4593;0
940;1870;4937;0
941;1162;3529;2
942;3928;3871;0
943;1422;4715;1
944;3820;279;1
945;4904;489;4
946;2981;118;4
947;4812;4662;4
948;1031;2269;5
949;4065;762;5
950;2697;709;4
951;3282;2078;5
952;4272;2605;5
953;1875;4984;0
954;1174;4319;5
955;4673;1658;3
956;862;1039;4
957;2128;3383;2
958;3867;68;0
959;1100;1855;0
960;1382;324;2
961;3974;1234;1
962;1240;4790;4
963;2184;2539;2
964;619;3991;2
965;771;4819;4
966;202;3710;0
967;2341;3097;4
968;1188;2129;4
969;1167;1691;4
970;1830;10;0
971;4222;2080;0
972;2005;3721;0
973;2622;4594;2
974;4627;1196;2
975;191;3171;5
976;4539;2169;3
977;3722;3378;0
978;4434;111;2
979;631;528;1
980;882;4944;1
981;2607;4307;4
982;265;3490;2
983;3763;3295;3
984;3;1149;0
985;603;344;2
986;1748;1286;3
987;3970;875;5
988;4857;4657;3
989;2834;1195;1
990;2663;1853;0
991;3723;4398;0
992;587;1931;1
993;1166;4493;4
994;3782;711;1
995;1216;1492;5
996;3523;3333;2
997;1858;396;0
998;1311;2307;1
999;2141;3312;5
1000;4133;865;2
1001;3910;3536;5
1002;477;2131;1
1003;114;340;0
1004;1939;1284;1
1005;4151;3628;4
1006;2824;1380;4
1007;2460;2473;4
1008;4741;4354;3
1009;2386;60;3
1010;4098;2912;5
1011;3557;3722;5
1012;1292;1942;2
1013;3065;1081;5
1014;4481;3420;1
1015;965;1244;4
1016;476;3260;3
1017;4763;4839;5
1018;3192;1664;3
1019;2575;4894;5
1020;3610;2664;5
1021;1092;107;5
1022;4600;181;0
1023;3168;760;5
1024;1760;2560;5
1025;3757;3194;3
1026;3108;1548;4
1027;2439;209;4
1028;4642;3332;2
1029;4606;2308;1
1030;3529;2031;5
1031;2436;3184;2
1032;293;1812;0
1033;4648;2040;4
1034;710;2511;2
1035;2098;2108;2
1036;4802;4705;5
1037;1152;2986;2
1038;1577;573;0
1039;2124;1648;0
1040;1869;3103;5
1041;1870;52;0
1042;2660;429;3
1043;3526;2951;5
1044;770;4805;0
1045;288;2967;4
1046;2412;3957;5
1047;819;4851;0
1048;1168;4924;0
1049;1048;2507;5
1050;3120;4592;0
1051;3242;4062;5
1052;2569;1919;3
1053;2186;3203;0
1054;1222;1251;1
1055;3456;2174;2
1056;4500;1431;5
1057;3256;218;2
1058;1383;438;3
1059;2640;918;3
1060;1771;1656;4
1061;1079;1360;5
1062;1401;2692;5
1063;2354;3683;4
1064;3542;4348;3
1065;420;4751;1
1066;3220;851;5
1067;718;4346;0
1068;3024;4230;3
1069;3869;1609;5
1070;4354;139;1
1071;2296;3673;4
1072;5;2388;5
1073;2081;1680;3
1074;1198;1826;5
1075;3850;4666;1
1076;4767;3973;3
1077;1885;3751;3
1078;2921;1882;4
1079;4581;1555;1
1080;2583;4144;4
1081;2192;2649;3
1082;3108;507;4
1083;1044;480;5
1084;1878;2994;4
1085;4836;2016;1
1086;2408;631;2
1087;3548;3663;4
1088;1106;4785;5
1089;3866;4269;3
1090;3384;1744;1
1091;693;3835;5
1092;4459;4167;5
1093;3674;2699;3
1094;2310;1629;0
1095;1743;3515;0
1096;1542;2790;5
1097;4671;3720;0
1098;3145;4146;1
1099;864;1706;4
1100;412;1900;2
1101;3394;2979;5
1102;2949;2657;3
1103;795;4367;5
1104;4985;4544;3
1105;4091;2762;2
1106;1424;830;2
1107;1400;4762;4
1108;3928;3052;2
1109;2418;4708;0
1110;4782;474;1
1111;1693;63;0
1112;1660;1511;0
1113;3853;2967;2
1114;2095;537;2
1115;1169;4110;0
1116;4206;3278;5
1117;1401;4374;1
1118;1757;4229;1
1119;801;789;3
1120;597;3112;3
1121;26;2010;2
1122;4611;3454;4
1123;1450;340;5
1124;4805;2359;2
1125;4963;2985;1
1126;1511;1282;5
1127;917;3961;1
1128;844;3632;2
1129;2093;2352;2
1130;151;902;0
1131;1597;1996;0
1132;2813;2118;3
1133;624;2002;5
1134;4654;518;2
1135;582;1254;4
1136;434;3666;5
1137;1958;726;3
1138;784;759;0
1139;3994;3773;4
1140;3617;4463;2
1141;2272;1263;4
1142;4031;2475;2
1143;3195;2773;4
1144;136;1723;4
1145;3910;4731;0
1146;1834;1025;2
1147;3136;4701;2
1148;4099;1533;1
1149;3184;1669;3
1150;847;702;4
1151;995;2024;0
1152;944;4620;0
1153;4581;4053;1
1154;4912;3817;1
1155;4085;3148;1
1156;2026;670;4
1157;2538;4279;3
1158;4462;4441;0
1159;2906;4213;0
1160;522;2625;1
1161;3191;4809;0
1162;4799;323;4
1163;2215;266;5
1164;3481;2216;4
1165;1686;4272;3
1166;1517;3327;1
1167;2903;3084;4
1168;2410;3543;1
1169;1461;3069;0
1170;2528;4024;0
1171;1931;120;5
1172;4141;2589;3
1173;4535;4242;1
1174;1728;2765;0
1175;1313;2151;2
1176;789;3808;4
1177;4513;1322;2
1178;305;1847;5
1179;1173;637;0
1180;1690;861;0
1181;924;2445;1
1182;1023;4326;1
1183;2680;2932;5
1184;1440;365;2
1185;1699;2030;5
1186;4838;3180;3
1187;1046;3441;3
1188;2981;66;0
1189;2466;2555;5
1190;1677;632;2
1191;2768;992;4
1192;817;2518;2
1193;1083;2841;0
1194;2692;3414;5
1195;1679;1284;0
1196;3680;2847;5
1197;4777;3386;0
1198;2277;80;5
1199;2966;1558;0
1200;1854;2676;1
1201;4073;3048;3
1202;3173;3918;0
1203;3392;805;0
1204;2368;2303;3
1205;1303;3976;2
1206;4068;3402;3
1207;1291;2906;2
1208;2495;4830;1
1209;1484;4744;1
1210;3546;3882;3
1211;1426;3359;0
1212;2620;3755;3
1213;3667;1790;4
1214;918;3378;3
1215;3245;1038;4
1216;4873;1355;0
1217;1868;2371;2
1218;4636;1376;5
1219;4392;7;3
1220;4123;3378;5
1221;3094;4644;5
1222;1810;1572;3
1223;1795;2837;2
1224;4931;3160;3
1225;4243;715;5
1226;1072;1017;2
1227;1338;321;3
1228;2877;621;3
1229;1112;4149;5
1230;4647;1587;1
1231;2873;4527;3
1232;3583;4611;2
1233;2933;929;0
1234;4433;4852;5
1235;3964;696;1
1236;3228;2624;1
1237;3714;2501;1
1238;3879;4906;3
1239;1950;4114;5
1240;2850;1575;0
1241;120;1797;0
1242;1048;2041;4
1243;3628;1568;1
1244;2789;2764;1
1245;4024;1300;3
1246;58;692;2
1247;314;2656;4
1248;3817;2199;5
1249;2301;1653;0
1250;1145;2400;2
1251;2401;2956;4
1252;4071;1518;4
1253;1785;797;2
1254;3673;743;0
1255;2553;4261;5
1256;4917;1400;2
1257;390;2357;1
1258;1199;3705;5
1259;2800;3963;4
1260;190;4901;3
1261;626;736;1
1262;3842;886;4
1263;1223;391;1
1264;114;4064;2
1265;2302;4651;0
1266;3701;2302;2
1267;1359;2163;3
1268;803;4752;0
1269;845;74;2
1270;547;3417;0
1271;1070;3700;1
1272;4041;670;3
1273;1166;413;5
1274;4896;259;1
1275;4839;2980;1
1276;3727;3698;0
1277;1807;859;2
1278;3038;3664;2
1279;3055;1492;0
1280;2526;2071;3
1281;3186;1849;5
1282;4063;32;2
1283;1960;2924;4
1284;4628;2730;4
1285;2485;2677;4
1286;1041;1571;2
1287;969;510;4
1288;4963;4525;3
1289;2180;1086;3
1290;3513;2571;0
1291;1859;2207;4
1292;4122;3815;2
1293;192;2596;5
1294;3170;1110;3
1295;212;4231;3
1296;1834;578;0
1297;1748;2664;3
1298;1472;4253;5
1299;3598;4607;5
1300;4731;4905;1
1301;2209;4458;5
1302;4985;2907;1
1303;1687;3040;4
1304;520;1072;3
1305;3520;34;1
1306;4393;603;5
1307;3082;678;2
1308;1795;3875;5
1309;2307;1127;3
1310;1813;4820;4
1311;5000;2888;1
1312;4189;3012;2
1313;2443;4799;1
1314;1066;753;0
1315;4683;1585;2
1316;2195;4266;0
1317;261;1894;3
1318;3203;3984;1
1319;1151;2596;2
1320;4777;253;4
1321;1298;1438;0
1322;3745;1944;5
1323;3938;211;4
1324;2258;3609;4
1325;288;1074;5
1326;2222;2246;4
1327;3866;2051;1
1328;3586;934;2
1329;2270;1211;1
1330;4640;1677;1
1331;4105;4666;5
1332;1766;1071;2
1333;2815;2792;3
1334;1641;1325;5
1335;4021;2810;3
1336;3255;3681;1
1337;2137;3984;5
1338;4130;4270;3
1339;4242;4082;2
1340;1311;2134;4
1341;1033;4911;1
1342;2526;4251;5
1343;4121;2898;5
1344;2820;3098;1
1345;4570;690;4
1346;2968;4639;0
1347;1574;3836;4
1348;4762;2774;5
1349;4355;4062;0
1350;4786;971;4
1351;655;509;3
1352;207;3562;3
1353;2274;3104;0
1354;247;925;0
1355;3510;1794;0
1356;1264;1282;3
1357;1698;942;4
1358;294;919;2
1359;1733;2778;3
1360;1037;3940;0
1361;3760;3312;5
1362;3017;765;2
1363;4523;4762;5
1364;4396;4859;1
1365;1011;4024;3
1366;637;3639;4
1367;3430;3590;1
1368;3417;1565;3
1369;3974;1218;0
1370;3457;4933;2
1371;3838;2648;2
1372;2768;4152;1
1373;758;90;1
1374;3892;4071;1
1375;963;3621;4
1376;2115;662;5
1377;4091;4419;1
1378;3349;1807;5
1379;2681;2214;0
1380;4591;1912;0
1381;4446;3904;5
1382;2139;982;3
1383;576;1162;0
1384;2631;2307;4
1385;947;4188;5
1386;18;4347;4
1387;4671;2878;3
1388;1093;3203;5
1389;4607;1875;5
1390;4796;1360;4
1391;3699;1025;0
1392;1979;2927;1
1393;1649;1407;3
1394;4966;2520;5
1395;4478;1094;1
1396;1897;3384;5
1397;105;1423;2
1398;1778;3540;3
1399;2046;2506;2
1400;3005;3436;5
1401;3068;3900;2
1402;960;4637;5
1403;2080;1724;2
1404;4934;1232;3
1405;2961;736;3
1406;2008;2508;5
1407;1995;3611;5
