dateRep;day;month;year;cases;deaths;countriesAndTerritories;geoId;countryterritoryCode;popData2019;continentExp
28/02/2020;28;2;2020;3;0;Austria;AT;AUT;8858775;Europe
28/02/2020;28;2;2020;0;0;Belgium;BE;BEL;11455519;Europe
28/02/2020;28;2;2020;0;0;Finland;FI;FIN;5517919;Europe
28/02/2020;28;2;2020;21;0;France;FR;FRA;67012883;Europe
28/02/2020;28;2;2020;26;0;Germany;DE;DEU;83019213;Europe
28/02/2020;28;2;2020;2;0;Greece;EL;GRC;10724599;Europe
28/02/2020;28;2;2020;250;5;Italy;IT;ITA;60359546;Europe
28/02/2020;28;2;2020;1;0;Netherlands;NL;NLD;17282163;Europe
28/02/2020;28;2;2020;3;0;Norway;NO;NOR;5328212;Europe
28/02/2020;28;2;2020;18;0;Spain;ES;ESP;46937060;Europe
28/02/2020;28;2;2020;1;0;Sweden;SE;SWE;10230185;Europe
28/02/2020;28;2;2020;4;0;United_Kingdom;UK;GBR;66647112;Europe
29/02/2020;29;2;2020;2;0;Austria;AT;AUT;8858775;Europe
29/02/2020;29;2;2020;0;0;Belgium;BE;BEL;11455519;Europe
29/02/2020;29;2;2020;1;0;Finland;FI;FIN;5517919;Europe
29/02/2020;29;2;2020;19;0;France;FR;FRA;67012883;Europe
29/02/2020;29;2;2020;10;0;Germany;DE;DEU;83019213;Europe
29/02/2020;29;2;2020;1;0;Greece;EL;GRC;10724599;Europe
29/02/2020;29;2;2020;238;4;Italy;IT;ITA;60359546;Europe
29/02/2020;29;2;2020;1;0;Netherlands;NL;NLD;17282163;Europe
29/02/2020;29;2;2020;2;0;Norway;NO;NOR;5328212;Europe
29/02/2020;29;2;2020;19;0;Spain;ES;ESP;46937060;Europe
29/02/2020;29;2;2020;8;0;Sweden;SE;SWE;10230185;Europe
29/02/2020;29;2;2020;8;0;United_Kingdom;UK;GBR;66647112;Europe
01/03/2020;1;3;2020;3;0;Austria;AT;AUT;8858775;Europe
01/03/2020;1;3;2020;18;0;Belgium;BE;BEL;11455519;Europe
01/03/2020;1;3;2020;0;0;Finland;FI;FIN;5517919;Europe
01/03/2020;1;3;2020;43;0;France;FR;FRA;67012883;Europe
01/03/2020;1;3;2020;54;0;Germany;DE;DEU;83019213;Europe
01/03/2020;1;3;2020;3;0;Greece;EL;GRC;10724599;Europe
01/03/2020;1;3;2020;240;8;Italy;IT;ITA;60359546;Europe
01/03/2020;1;3;2020;5;0;Netherlands;NL;NLD;17282163;Europe
01/03/2020;1;3;2020;9;0;Norway;NO;NOR;5328212;Europe
01/03/2020;1;3;2020;28;0;Spain;ES;ESP;46937060;Europe
01/03/2020;1;3;2020;3;0;Sweden;SE;SWE;10230185;Europe
01/03/2020;1;3;2020;12;0;United_Kingdom;UK;GBR;66647112;Europe
02/03/2020;2;3;2020;4;0;Austria;AT;AUT;8858775;Europe
02/03/2020;2;3;2020;0;0;Belgium;BE;BEL;11455519;Europe
02/03/2020;2;3;2020;3;0;Finland;FI;FIN;5517919;Europe
02/03/2020;2;3;2020;30;0;France;FR;FRA;67012883;Europe
02/03/2020;2;3;2020;18;0;Germany;DE;DEU;83019213;Europe
02/03/2020;2;3;2020;0;0;Greece;EL;GRC;10724599;Europe
02/03/2020;2;3;2020;561;6;Italy;IT;ITA;60359546;Europe
02/03/2020;2;3;2020;6;0;Netherlands;NL;NLD;17282163;Europe
02/03/2020;2;3;2020;4;0;Norway;NO;NOR;5328212;Europe
02/03/2020;2;3;2020;54;0;Spain;ES;ESP;46937060;Europe
02/03/2020;2;3;2020;0;0;Sweden;SE;SWE;10230185;Europe
02/03/2020;2;3;2020;5;0;United_Kingdom;UK;GBR;66647112;Europe
03/03/2020;3;3;2020;4;0;Austria;AT;AUT;8858775;Europe
03/03/2020;3;3;2020;19;0;Belgium;BE;BEL;11455519;Europe
03/03/2020;3;3;2020;48;1;France;FR;FRA;67012883;Europe
03/03/2020;3;3;2020;28;0;Germany;DE;DEU;83019213;Europe
03/03/2020;3;3;2020;347;17;Italy;IT;ITA;60359546;Europe
03/03/2020;3;3;2020;5;0;Netherlands;NL;NLD;17282163;Europe
03/03/2020;3;3;2020;6;0;Norway;NO;NOR;5328212;Europe
03/03/2020;3;3;2020;2;0;Portugal;PT;PRT;10276617;Europe
03/03/2020;3;3;2020;56;0;Spain;ES;ESP;46937060;Europe
03/03/2020;3;3;2020;5;0;Sweden;SE;SWE;10230185;Europe
03/03/2020;3;3;2020;22;0;United_Kingdom;UK;GBR;66647112;Europe
04/03/2020;4;3;2020;6;0;Austria;AT;AUT;8858775;Europe
04/03/2020;4;3;2020;34;0;Belgium;BE;BEL;11455519;Europe
04/03/2020;4;3;2020;1;0;Finland;FI;FIN;5517919;Europe
04/03/2020;4;3;2020;34;1;France;FR;FRA;67012883;Europe
04/03/2020;4;3;2020;39;0;Germany;DE;DEU;83019213;Europe
04/03/2020;4;3;2020;466;28;Italy;IT;ITA;60359546;Europe
04/03/2020;4;3;2020;10;0;Netherlands;NL;NLD;17282163;Europe
04/03/2020;4;3;2020;8;0;Norway;NO;NOR;5328212;Europe
04/03/2020;4;3;2020;2;0;Portugal;PT;PRT;10276617;Europe
04/03/2020;4;3;2020;75;0;Spain;ES;ESP;46937060;Europe
04/03/2020;4;3;2020;13;0;Sweden;SE;SWE;10230185;Europe
04/03/2020;4;3;2020;40;0;United_Kingdom;UK;GBR;66647112;Europe
05/03/2020;5;3;2020;5;0;Austria;AT;AUT;8858775;Europe
05/03/2020;5;3;2020;53;0;Belgium;BE;BEL;11455519;Europe
05/03/2020;5;3;2020;73;0;France;FR;FRA;67012883;Europe
05/03/2020;5;3;2020;66;0;Germany;DE;DEU;83019213;Europe
05/03/2020;5;3;2020;3;0;Greece;EL;GRC;10724599;Europe
05/03/2020;5;3;2020;587;27;Italy;IT;ITA;60359546;Europe
05/03/2020;5;3;2020;10;0;Netherlands;NL;NLD;17282163;Europe
05/03/2020;5;3;2020;23;0;Norway;NO;NOR;5328212;Europe
05/03/2020;5;3;2020;1;0;Portugal;PT;PRT;10276617;Europe
05/03/2020;5;3;2020;81;1;Spain;ES;ESP;46937060;Europe
05/03/2020;5;3;2020;30;0;Sweden;SE;SWE;10230185;Europe
05/03/2020;5;3;2020;55;0;United_Kingdom;UK;GBR;66647112;Europe
06/03/2020;6;3;2020;12;0;Austria;AT;AUT;8858775;Europe
06/03/2020;6;3;2020;81;0;Belgium;BE;BEL;11455519;Europe
06/03/2020;6;3;2020;5;0;Finland;FI;FIN;5517919;Europe
06/03/2020;6;3;2020;138;3;France;FR;FRA;67012883;Europe
06/03/2020;6;3;2020;138;0;Germany;DE;DEU;83019213;Europe
06/03/2020;6;3;2020;22;0;Greece;EL;GRC;10724599;Europe
06/03/2020;6;3;2020;769;41;Italy;IT;ITA;60359546;Europe
06/03/2020;6;3;2020;44;0;Netherlands;NL;NLD;17282163;Europe
06/03/2020;6;3;2020;30;0;Norway;NO;NOR;5328212;Europe
06/03/2020;6;3;2020;4;0;Portugal;PT;PRT;10276617;Europe
06/03/2020;6;3;2020;183;2;Spain;ES;ESP;46937060;Europe
06/03/2020;6;3;2020;25;0;Sweden;SE;SWE;10230185;Europe
06/03/2020;6;3;2020;56;0;United_Kingdom;UK;GBR;66647112;Europe
07/03/2020;7;3;2020;33;0;Austria;AT;AUT;8858775;Europe
07/03/2020;7;3;2020;110;0;Belgium;BE;BEL;11455519;Europe
07/03/2020;7;3;2020;7;0;Finland;FI;FIN;5517919;Europe
07/03/2020;7;3;2020;190;2;France;FR;FRA;67012883;Europe
07/03/2020;7;3;2020;284;0;Germany;DE;DEU;83019213;Europe
07/03/2020;7;3;2020;13;0;Greece;EL;GRC;10724599;Europe
07/03/2020;7;3;2020;778;49;Italy;IT;ITA;60359546;Europe
07/03/2020;7;3;2020;46;1;Netherlands;NL;NLD;17282163;Europe
07/03/2020;7;3;2020;27;0;Norway;NO;NOR;5328212;Europe
07/03/2020;7;3;2020;4;0;Portugal;PT;PRT;10276617;Europe
07/03/2020;7;3;2020;233;2;Spain;ES;ESP;46937060;Europe
07/03/2020;7;3;2020;59;0;Sweden;SE;SWE;10230185;Europe
07/03/2020;7;3;2020;51;1;United_Kingdom;UK;GBR;66647112;Europe
08/03/2020;8;3;2020;25;0;Austria;AT;AUT;8858775;Europe
08/03/2020;8;3;2020;27;0;Belgium;BE;BEL;11455519;Europe
08/03/2020;8;3;2020;103;1;France;FR;FRA;67012883;Europe
08/03/2020;8;3;2020;163;0;Germany;DE;DEU;83019213;Europe
08/03/2020;8;3;2020;21;0;Greece;EL;GRC;10724599;Europe
08/03/2020;8;3;2020;1247;36;Italy;IT;ITA;60359546;Europe
08/03/2020;8;3;2020;60;0;Netherlands;NL;NLD;17282163;Europe
08/03/2020;8;3;2020;34;0;Norway;NO;NOR;5328212;Europe
08/03/2020;8;3;2020;8;0;Portugal;PT;PRT;10276617;Europe
08/03/2020;8;3;2020;330;0;Spain;ES;ESP;46937060;Europe
08/03/2020;8;3;2020;33;0;Sweden;SE;SWE;10230185;Europe
08/03/2020;8;3;2020;81;1;United_Kingdom;UK;GBR;66647112;Europe
09/03/2020;9;3;2020;3;0;Austria;AT;AUT;8858775;Europe
09/03/2020;9;3;2020;64;0;Belgium;BE;BEL;11455519;Europe
09/03/2020;9;3;2020;11;0;Finland;FI;FIN;5517919;Europe
09/03/2020;9;3;2020;410;9;France;FR;FRA;67012883;Europe
09/03/2020;9;3;2020;55;0;Germany;DE;DEU;83019213;Europe
09/03/2020;9;3;2020;7;0;Greece;EL;GRC;10724599;Europe
09/03/2020;9;3;2020;1492;133;Italy;IT;ITA;60359546;Europe
09/03/2020;9;3;2020;77;2;Netherlands;NL;NLD;17282163;Europe
09/03/2020;9;3;2020;22;0;Norway;NO;NOR;5328212;Europe
09/03/2020;9;3;2020;9;0;Portugal;PT;PRT;10276617;Europe
09/03/2020;9;3;2020;433;0;Spain;ES;ESP;46937060;Europe
09/03/2020;9;3;2020;46;0;Sweden;SE;SWE;10230185;Europe
09/03/2020;9;3;2020;60;0;United_Kingdom;UK;GBR;66647112;Europe
10/03/2020;10;3;2020;29;0;Austria;AT;AUT;8858775;Europe
10/03/2020;10;3;2020;94;1;Belgium;BE;BEL;11455519;Europe
10/03/2020;10;3;2020;10;0;Finland;FI;FIN;5517919;Europe
10/03/2020;10;3;2020;286;11;France;FR;FRA;67012883;Europe
10/03/2020;10;3;2020;237;2;Germany;DE;DEU;83019213;Europe
10/03/2020;10;3;2020;11;0;Greece;EL;GRC;10724599;Europe
10/03/2020;10;3;2020;1797;98;Italy;IT;ITA;60359546;Europe
10/03/2020;10;3;2020;56;0;Netherlands;NL;NLD;17282163;Europe
10/03/2020;10;3;2020;23;0;Norway;NO;NOR;5328212;Europe
10/03/2020;10;3;2020;9;0;Portugal;PT;PRT;10276617;Europe
10/03/2020;10;3;2020;772;23;Spain;ES;ESP;46937060;Europe
10/03/2020;10;3;2020;101;0;Sweden;SE;SWE;10230185;Europe
10/03/2020;10;3;2020;57;1;United_Kingdom;UK;GBR;66647112;Europe
11/03/2020;11;3;2020;51;0;Austria;AT;AUT;8858775;Europe
11/03/2020;11;3;2020;99;0;Belgium;BE;BEL;11455519;Europe
11/03/2020;11;3;2020;372;3;France;FR;FRA;67012883;Europe
11/03/2020;11;3;2020;157;0;Germany;DE;DEU;83019213;Europe
11/03/2020;11;3;2020;6;0;Greece;EL;GRC;10724599;Europe
11/03/2020;11;3;2020;977;167;Italy;IT;ITA;60359546;Europe
11/03/2020;11;3;2020;61;1;Netherlands;NL;NLD;17282163;Europe
11/03/2020;11;3;2020;85;0;Norway;NO;NOR;5328212;Europe
11/03/2020;11;3;2020;2;0;Portugal;PT;PRT;10276617;Europe
11/03/2020;11;3;2020;975;7;Spain;ES;ESP;46937060;Europe
11/03/2020;11;3;2020;98;0;Sweden;SE;SWE;10230185;Europe
11/03/2020;11;3;2020;148;4;United_Kingdom;UK;GBR;66647112;Europe
12/03/2020;12;3;2020;64;0;Austria;AT;AUT;8858775;Europe
12/03/2020;12;3;2020;174;3;Belgium;BE;BEL;11455519;Europe
12/03/2020;12;3;2020;19;0;Finland;FI;FIN;5517919;Europe
12/03/2020;12;3;2020;497;15;France;FR;FRA;67012883;Europe
12/03/2020;12;3;2020;271;1;Germany;DE;DEU;83019213;Europe
12/03/2020;12;3;2020;9;1;Greece;EL;GRC;10724599;Europe
12/03/2020;12;3;2020;2313;196;Italy;IT;ITA;60359546;Europe
12/03/2020;12;3;2020;121;1;Netherlands;NL;NLD;17282163;Europe
12/03/2020;12;3;2020;212;0;Norway;NO;NOR;5328212;Europe
12/03/2020;12;3;2020;18;0;Portugal;PT;PRT;10276617;Europe
12/03/2020;12;3;2020;1153;12;Spain;ES;ESP;46937060;Europe
12/03/2020;12;3;2020;196;20;Sweden;SE;SWE;10230185;Europe
12/03/2020;12;3;2020;259;0;United_Kingdom;UK;GBR;66647112;Europe
13/03/2020;13;3;2020;115;1;Austria;AT;AUT;8858775;Europe
13/03/2020;13;3;2020;251;1;Belgium;BE;BEL;11455519;Europe
13/03/2020;13;3;2020;96;0;Finland;FI;FIN;5517919;Europe
13/03/2020;13;3;2020;595;13;France;FR;FRA;67012883;Europe
13/03/2020;13;3;2020;802;2;Germany;DE;DEU;83019213;Europe
13/03/2020;13;3;2020;34;0;Greece;EL;GRC;10724599;Europe
13/03/2020;13;3;2020;2651;189;Italy;IT;ITA;60359546;Europe
13/03/2020;13;3;2020;111;0;Netherlands;NL;NLD;17282163;Europe
13/03/2020;13;3;2020;132;1;Norway;NO;NOR;5328212;Europe
13/03/2020;13;3;2020;19;0;Portugal;PT;PRT;10276617;Europe
13/03/2020;13;3;2020;1531;37;Spain;ES;ESP;46937060;Europe
13/03/2020;13;3;2020;151;0;Sweden;SE;SWE;10230185;Europe
13/03/2020;13;3;2020;406;2;United_Kingdom;UK;GBR;66647112;Europe
14/03/2020;14;3;2020;143;0;Austria;AT;AUT;8858775;Europe
14/03/2020;14;3;2020;338;3;Belgium;BE;BEL;11455519;Europe
14/03/2020;14;3;2020;28;0;Finland;FI;FIN;5517919;Europe
14/03/2020;14;3;2020;785;18;France;FR;FRA;67012883;Europe
14/03/2020;14;3;2020;693;0;Germany;DE;DEU;83019213;Europe
14/03/2020;14;3;2020;57;0;Greece;EL;GRC;10724599;Europe
14/03/2020;14;3;2020;2547;252;Italy;IT;ITA;60359546;Europe
14/03/2020;14;3;2020;190;0;Netherlands;NL;NLD;17282163;Europe
14/03/2020;14;3;2020;0;0;Norway;NO;NOR;5328212;Europe
14/03/2020;14;3;2020;34;0;Portugal;PT;PRT;10276617;Europe
14/03/2020;14;3;2020;1683;37;Spain;ES;ESP;46937060;Europe
14/03/2020;14;3;2020;152;1;Sweden;SE;SWE;10230185;Europe
14/03/2020;14;3;2020;484;1;United_Kingdom;UK;GBR;66647112;Europe
15/03/2020;15;3;2020;151;0;Austria;AT;AUT;8858775;Europe
15/03/2020;15;3;2020;179;5;Belgium;BE;BEL;11455519;Europe
15/03/2020;15;3;2020;27;0;Finland;FI;FIN;5517919;Europe
15/03/2020;15;3;2020;838;12;France;FR;FRA;67012883;Europe
15/03/2020;15;3;2020;733;3;Germany;DE;DEU;83019213;Europe
15/03/2020;15;3;2020;38;2;Greece;EL;GRC;10724599;Europe
15/03/2020;15;3;2020;3497;173;Italy;IT;ITA;60359546;Europe
15/03/2020;15;3;2020;155;7;Netherlands;NL;NLD;17282163;Europe
15/03/2020;15;3;2020;286;0;Norway;NO;NOR;5328212;Europe
15/03/2020;15;3;2020;57;0;Portugal;PT;PRT;10276617;Europe
15/03/2020;15;3;2020;2144;15;Spain;ES;ESP;46937060;Europe
15/03/2020;15;3;2020;71;1;Sweden;SE;SWE;10230185;Europe
15/03/2020;15;3;2020;478;19;United_Kingdom;UK;GBR;66647112;Europe
16/03/2020;16;3;2020;205;0;Austria;AT;AUT;8858775;Europe
16/03/2020;16;3;2020;214;6;Belgium;BE;BEL;11455519;Europe
16/03/2020;16;3;2020;57;0;Finland;FI;FIN;5517919;Europe
16/03/2020;16;3;2020;924;36;France;FR;FRA;67012883;Europe
16/03/2020;16;3;2020;1043;4;Germany;DE;DEU;83019213;Europe
16/03/2020;16;3;2020;103;1;Greece;EL;GRC;10724599;Europe
16/03/2020;16;3;2020;2823;370;Italy;IT;ITA;60359546;Europe
16/03/2020;16;3;2020;176;8;Netherlands;NL;NLD;17282163;Europe
16/03/2020;16;3;2020;170;0;Norway;NO;NOR;5328212;Europe
16/03/2020;16;3;2020;76;0;Portugal;PT;PRT;10276617;Europe
16/03/2020;16;3;2020;1706;152;Spain;ES;ESP;46937060;Europe
16/03/2020;16;3;2020;69;2;Sweden;SE;SWE;10230185;Europe
16/03/2020;16;3;2020;361;14;United_Kingdom;UK;GBR;66647112;Europe
17/03/2020;17;3;2020;156;2;Austria;AT;AUT;8858775;Europe
17/03/2020;17;3;2020;387;12;Belgium;BE;BEL;11455519;Europe
17/03/2020;17;3;2020;5;0;Finland;FI;FIN;5517919;Europe
17/03/2020;17;3;2020;1210;21;France;FR;FRA;67012883;Europe
17/03/2020;17;3;2020;1174;1;Germany;DE;DEU;83019213;Europe
17/03/2020;17;3;2020;21;0;Greece;EL;GRC;10724599;Europe
17/03/2020;17;3;2020;4000;347;Italy;IT;ITA;60359546;Europe
17/03/2020;17;3;2020;278;4;Netherlands;NL;NLD;17282163;Europe
17/03/2020;17;3;2020;92;2;Norway;NO;NOR;5328212;Europe
17/03/2020;17;3;2020;86;0;Portugal;PT;PRT;10276617;Europe
17/03/2020;17;3;2020;2503;21;Spain;ES;ESP;46937060;Europe
17/03/2020;17;3;2020;83;2;Sweden;SE;SWE;10230185;Europe
17/03/2020;17;3;2020;442;22;United_Kingdom;UK;GBR;66647112;Europe
18/03/2020;18;3;2020;316;0;Austria;AT;AUT;8858775;Europe
18/03/2020;18;3;2020;422;10;Belgium;BE;BEL;11455519;Europe
18/03/2020;18;3;2020;47;0;Finland;FI;FIN;5517919;Europe
18/03/2020;18;3;2020;1097;27;France;FR;FRA;67012883;Europe
18/03/2020;18;3;2020;1144;0;Germany;DE;DEU;83019213;Europe
18/03/2020;18;3;2020;35;1;Greece;EL;GRC;10724599;Europe
18/03/2020;18;3;2020;3526;347;Italy;IT;ITA;60359546;Europe
18/03/2020;18;3;2020;292;19;Netherlands;NL;NLD;17282163;Europe
18/03/2020;18;3;2020;139;0;Norway;NO;NOR;5328212;Europe
18/03/2020;18;3;2020;117;1;Portugal;PT;PRT;10276617;Europe
18/03/2020;18;3;2020;3694;182;Spain;ES;ESP;46937060;Europe
18/03/2020;18;3;2020;119;1;Sweden;SE;SWE;10230185;Europe
18/03/2020;18;3;2020;611;17;United_Kingdom;UK;GBR;66647112;Europe
19/03/2020;19;3;2020;314;1;Austria;AT;AUT;8858775;Europe
19/03/2020;19;3;2020;535;22;Belgium;BE;BEL;11455519;Europe
19/03/2020;19;3;2020;50;0;Finland;FI;FIN;5517919;Europe
19/03/2020;19;3;2020;1404;69;France;FR;FRA;67012883;Europe
19/03/2020;19;3;2020;1042;0;Germany;DE;DEU;83019213;Europe
19/03/2020;19;3;2020;31;0;Greece;EL;GRC;10724599;Europe
19/03/2020;19;3;2020;4207;473;Italy;IT;ITA;60359546;Europe
19/03/2020;19;3;2020;346;15;Netherlands;NL;NLD;17282163;Europe
19/03/2020;19;3;2020;115;0;Norway;NO;NOR;5328212;Europe
19/03/2020;19;3;2020;194;1;Portugal;PT;PRT;10276617;Europe
19/03/2020;19;3;2020;4047;107;Spain;ES;ESP;46937060;Europe
19/03/2020;19;3;2020;145;6;Sweden;SE;SWE;10230185;Europe
19/03/2020;19;3;2020;769;34;United_Kingdom;UK;GBR;66647112;Europe
20/03/2020;20;3;2020;550;2;Austria;AT;AUT;8858775;Europe
20/03/2020;20;3;2020;713;33;Belgium;BE;BEL;11455519;Europe
20/03/2020;20;3;2020;31;0;Finland;FI;FIN;5517919;Europe
20/03/2020;20;3;2020;1861;128;France;FR;FRA;67012883;Europe
20/03/2020;20;3;2020;5940;30;Germany;DE;DEU;83019213;Europe
20/03/2020;20;3;2020;46;0;Greece;EL;GRC;10724599;Europe
20/03/2020;20;3;2020;5322;429;Italy;IT;ITA;60359546;Europe
20/03/2020;20;3;2020;409;18;Netherlands;NL;NLD;17282163;Europe
20/03/2020;20;3;2020;129;3;Norway;NO;NOR;5328212;Europe
20/03/2020;20;3;2020;143;1;Portugal;PT;PRT;10276617;Europe
20/03/2020;20;3;2020;4569;169;Spain;ES;ESP;46937060;Europe
20/03/2020;20;3;2020;143;7;Sweden;SE;SWE;10230185;Europe
20/03/2020;20;3;2020;999;46;United_Kingdom;UK;GBR;66647112;Europe
21/03/2020;21;3;2020;453;0;Austria;AT;AUT;8858775;Europe
21/03/2020;21;3;2020;662;35;Belgium;BE;BEL;11455519;Europe
21/03/2020;21;3;2020;50;0;Finland;FI;FIN;5517919;Europe
21/03/2020;21;3;2020;1617;78;France;FR;FRA;67012883;Europe
21/03/2020;21;3;2020;4049;2;Germany;DE;DEU;83019213;Europe
21/03/2020;21;3;2020;31;3;Greece;EL;GRC;10724599;Europe
21/03/2020;21;3;2020;5986;625;Italy;IT;ITA;60359546;Europe
21/03/2020;21;3;2020;534;30;Netherlands;NL;NLD;17282163;Europe
21/03/2020;21;3;2020;190;1;Norway;NO;NOR;5328212;Europe
21/03/2020;21;3;2020;235;3;Portugal;PT;PRT;10276617;Europe
21/03/2020;21;3;2020;5446;235;Spain;ES;ESP;46937060;Europe
21/03/2020;21;3;2020;180;9;Sweden;SE;SWE;10230185;Europe
21/03/2020;21;3;2020;1055;32;United_Kingdom;UK;GBR;66647112;Europe
22/03/2020;22;3;2020;375;2;Austria;AT;AUT;8858775;Europe
22/03/2020;22;3;2020;469;40;Belgium;BE;BEL;11455519;Europe
22/03/2020;22;3;2020;71;1;Finland;FI;FIN;5517919;Europe
22/03/2020;22;3;2020;1847;112;France;FR;FRA;67012883;Europe
22/03/2020;22;3;2020;3276;22;Germany;DE;DEU;83019213;Europe
22/03/2020;22;3;2020;35;5;Greece;EL;GRC;10724599;Europe
22/03/2020;22;3;2020;6557;795;Italy;IT;ITA;60359546;Europe
22/03/2020;22;3;2020;637;30;Netherlands;NL;NLD;17282163;Europe
22/03/2020;22;3;2020;184;0;Norway;NO;NOR;5328212;Europe
22/03/2020;22;3;2020;260;6;Portugal;PT;PRT;10276617;Europe
22/03/2020;22;3;2020;4866;324;Spain;ES;ESP;46937060;Europe
22/03/2020;22;3;2020;136;8;Sweden;SE;SWE;10230185;Europe
22/03/2020;22;3;2020;1255;58;United_Kingdom;UK;GBR;66647112;Europe
23/03/2020;23;3;2020;607;8;Austria;AT;AUT;8858775;Europe
23/03/2020;23;3;2020;486;47;Belgium;BE;BEL;11455519;Europe
23/03/2020;23;3;2020;105;0;Finland;FI;FIN;5517919;Europe
23/03/2020;23;3;2020;1559;112;France;FR;FRA;67012883;Europe
23/03/2020;23;3;2020;3311;27;Germany;DE;DEU;83019213;Europe
23/03/2020;23;3;2020;94;2;Greece;EL;GRC;10724599;Europe
23/03/2020;23;3;2020;5560;649;Italy;IT;ITA;60359546;Europe
23/03/2020;23;3;2020;573;43;Netherlands;NL;NLD;17282163;Europe
23/03/2020;23;3;2020;206;0;Norway;NO;NOR;5328212;Europe
23/03/2020;23;3;2020;320;2;Portugal;PT;PRT;10276617;Europe
23/03/2020;23;3;2020;4646;394;Spain;ES;ESP;46937060;Europe
23/03/2020;23;3;2020;118;11;Sweden;SE;SWE;10230185;Europe
23/03/2020;23;3;2020;1198;36;United_Kingdom;UK;GBR;66647112;Europe
24/03/2020;24;3;2020;855;9;Austria;AT;AUT;8858775;Europe
24/03/2020;24;3;2020;1328;78;Belgium;BE;BEL;11455519;Europe
24/03/2020;24;3;2020;74;0;Finland;FI;FIN;5517919;Europe
24/03/2020;24;3;2020;3838;186;France;FR;FRA;67012883;Europe
24/03/2020;24;3;2020;4438;32;Germany;DE;DEU;83019213;Europe
24/03/2020;24;3;2020;71;2;Greece;EL;GRC;10724599;Europe
